ACCOUNT_COID,PURPRINCIPAL
CI 0014 600072278         , 2281.71
CI 0014 600072279         , 3969.1304
CI 0014 600072280         , 40739.5644
CI 0014 600072281         , 8961.7908
CI 0014 600072283         , 525.008
CI 0014 600072282         , 794.884
CI 0014 600072284         , 4174.5812
CI 0014 600072285         , 1029.3744
CI 0014 600072286         , 9853.1112
CI 0014 600072287         , 3165.8256
CI 0014 600072288         , 3940.8508
CI 0014 600072289         , 625.8524
CI 0014 600072291         , 621.8244
CI 0014 600072290         , 502.2916
CI 0014 600072292         , 573.1692
CI 0014 600072293         , 2009.1436
CI 0014 600072295         , 2009.1436
CI 0014 600072294         , 596.1212
CI 0014 600072297         , 602.7408
CI 0014 600072296         , 502.2916
CI 0014 600072300         , 477.6676
CI 0014 600072298         , 522.3632
CI 0014 600072301         , 518.3428
CI 0014 600072299         , 1004.5832
CI 0014 600072302         , 624.8568
CI 0014 600072305         , 515.3484
CI 0014 600072303         , 501.0452
CI 0014 600072304         , 477.6676
CI 0014 600072306         , 928.7504
CI 0014 600072307         , 1021.8732
CI 0014 600072308         , 616.8084
CI 0014 600072311         , 620.8212
CI 0014 600072310         , 502.2916
CI 0014 600072309         , 557.5284
CI 0014 600072312         , 1004.5832
CI 0014 600072313         , 602.7408
CI 0014 600072314         , 554.1008
CI 0014 600072315         , 2009.1436
CI 0014 600072316         , 477.6676
CI 0014 600072318         , 1205.4892
CI 0014 600072317         , 619.8408
CI 0014 600072319         , 1004.5832
CI 0014 600072320         , 502.2916
CI 0014 600072321         , 477.6676
CI 0014 600072324         , 562.552
CI 0014 600072323         , 502.2916
CI 0014 600072322         , 619.8408
CI 0014 600072325         , 623.8536
CI 0014 600072326         , 502.2916
CI 0014 600072328         , 487.198
CI 0014 600072327         , 477.6676
CI 0014 600072329         , 502.2916
CI 0014 600072330         , 552.52
CI 0014 600072331         , 502.2916
CI 0014 600072332         , 502.2916
CI 0014 600072333         , 627.8588
CI 0014 600072334         , 12963.1832
CI 0014 600072335         , 16286.7772
CI 0014 600072336         , 514.6872
CI 0014 600072337         , 1004.5832
CI 0014 600072338         , 257846.2032
CI 0014 600072339         , 1110.4664
CI 0014 600072340         , 126071.574
CI 0014 600072341         , 103595.03
CI 0014 600072342         , 104897.9512
CI 0014 600072343         , 47611.1044
CI 0014 600072345         , 91394.8184
CI 0014 600072344         , 106778.1076
CI 0014 600072346         , 102099.4716
CI 0014 600072347         , 169666.2836
CI 0014 600072348         , 20061.568
CI 0014 600072349         , 8088.9232
CI 0014 600072350         , 1010.6252
CI 0014 600072351         , 957.6532
CI 0014 600072353         , 3918.8412
CI 0014 600072352         , 744.6632
CI 0014 600072354         , 2636.288
CI 0014 600072355         , 4019.5944
CI 0014 600072356         , 2659.5288
CI 0014 600072357         , 1828.8032
CI 0014 600072358         , 3043.344
CI 0014 600072359         , 1816.8636
CI 0014 600072360         , 3496.5092
CI 0014 600072361         , 577.3188
CI 0014 600072362         , 12638.2984
CI 0014 600072363         , 1532.806
CI 0014 600072364         , 477.6676
CI 0014 600072366         , 573.1692
CI 0014 600072365         , 41684.7004
CI 0014 600072367         , 75602.3224
CI 0014 600072368         , 24596.5868
CI 0014 600072369         , 817.7068
CI 0014 600072371         , 3492.1696
CI 0014 600072372         , 1910.6096
CI 0014 600072370         , 51368.59
CI 0014 600072373         , 5185.48
CI 0014 600072374         , 20152.7376
CI 0014 600072375         , 8994.0452
CI 0014 600072376         , 10672.642
CI 0014 600072377         , 1499.3888
CI 0014 600072378         , 2186.71
CI 0014 600072379         , 3410.0592
CI 0014 600072380         , 12633.9664
CI 0014 600072381         , 1116.5692
CI 0014 600072382         , 2100.032
CI 0014 600072383         , 1696.7228
CI 0014 600072384         , 8278.8396
CI 0014 600072385         , 1436.3696
CI 0014 600072386         , 25370.0008
CI 0014 600072387         , 6188.3532
CI 0014 600072388         , 5053.6732
CI 0014 600072389         , 7447.43
CI 0014 600072390         , 19319.8232
CI 0014 600072391         , 3585.0568
CI 0014 600072392         , 8075.7372
CI 0014 600072393         , 1860.9968
CI 0014 600072394         , 23066.2812
CI 0014 600072395         , 19017.1532
CI 0014 600072396         , 1793.6076
CI 0014 600072397         , 27873.2736
CI 0014 600072398         , 3211.6308
CI 0014 600072399         , 2333.2456
CI 0014 600072400         , 93087.8628
CI 0014 600072401         , 96154.2196
CI 0014 600072402         , 80877.376
CI 0014 600072403         , 98850.1296
CI 0014 600072404         , 11193.3408
CI 0014 600072405         , 916.598
CI 0014 600072406         , 1433.3144
CI 0014 600072407         , 1012.624
CI 0014 600072408         , 514.6872
CI 0014 600072409         , 514.6872
CI 0014 600072410         , 514.6872
CI 0014 600072412         , 4135.0764
CI 0014 600072411         , 514.6872
CI 0014 600072413         , 6663.8852
CI 0014 600072414         , 8240.7636
CI 0014 600072415         , 2754.772
CI 0014 600072417         , 556.2744
CI 0014 600072416         , 1023.8568
CI 0014 600072418         , 27123.5488
CI 0014 600072419         , 26112.6196
CI 0014 600072421         , 3655.752
CI 0014 600072420         , 2581.302
CI 0014 600072422         , 99227.9028
CI 0014 600072423         , 57757.5528
CI 0014 600072424         , 6413.9212
CI 0014 600072425         , 95272.2624
CI 0014 600072426         , 6177.1964
CI 0014 600072427         , 35293.7236
CI 0014 600072429         , 185151.7624
CI 0014 600072430         , 10188.4612
CI 0014 600072428         , 180657.7912
CI 0014 600072432         , 24649.308
CI 0014 600072431         , 91677.0824
CI 0014 600072433         , 7366.0796
CI 0014 600072434         , 2753.1988
CI 0014 600072435         , 2854.5676
CI 0014 600072436         , 4056.5836
CI 0014 600072437         , 662.2412
CI 0014 600072438         , 6443.3636
CI 0014 600072439         , 511.1
CI 0014 600072440         , 16316.5388
CI 0014 600072441         , 11281.8884
CI 0014 600072442         , 3465.9724
CI 0014 600072443         , 3117.824
CI 0014 600072444         , 2592.9376
CI 0014 600072445         , 5903.7104
CI 0014 600072446         , 4527.2288
CI 0014 600072447         , 7250.2784
CI 0014 600072448         , 36637.2592
CI 0014 600072449         , 7326.8712
CI 0014 600072450         , 1365.3552
CI 0014 600072451         , 9794.5
CI 0014 600072452         , 6720.8852
CI 0014 600072453         , 4068.4168
CI 0014 600072455         , 16538.2764
CI 0014 600072458         , 95531.3008
CI 0014 600072456         , 20088.7076
CI 0014 600072454         , 2761.9464
CI 0014 600072459         , 9553.124
CI 0014 600072460         , 7642.9552
CI 0014 600072457         , 47765.6428
CI 0014 600072461         , 477.6676
CI 0014 600072463         , 1004.5832
CI 0014 600072462         , 446.8952
CI 0014 600072464         , 16075.33
CI 0014 600072465         , 2105.3444
CI 0014 600072466         , 1040.1132
CI 0014 600072467         , 7055.2776
CI 0014 600072468         , 26112.6196
CI 0014 600072469         , 413.0296
CI 0014 600072470         , 405.2396
CI 0014 600072471         , 4491.3644
CI 0014 600072472         , 6206.1372
CI 0014 600072474         , 412.3988
CI 0014 600072473         , 1372.1496
CI 0014 600072475         , 3535.5732
CI 0014 600072476         , 452.2836
CI 0014 600072477         , 10366.0124
CI 0014 600072478         , 6521.7424
CI 0014 600072480         , 1312.5124
CI 0014 600072482         , 793.288
CI 0014 600072481         , 454.2368
CI 0014 600072483         , 984.9828
CI 0014 600072479         , 2234.7572
CI 0014 600072485         , 2243.634
CI 0014 600072484         , 2911.0356
CI 0014 600072486         , 13324.4644
CI 0014 600072487         , 18272.6572
CI 0014 600072488         , 14816.656
CI 0014 600072489         , 6048.8248
CI 0014 600072490         , 6969.7244
CI 0014 600072491         , 5022.8628
CI 0014 600072492         , 416.8524
CI 0014 600072493         , 405.3536
CI 0014 600072494         , 6027.446
CI 0014 600072495         , 4018.2948
CI 0014 600072496         , 3013.7268
CI 0014 600072497         , 2009.1436
CI 0014 600072498         , 781.4624
CI 0014 600072499         , 920.6412
CI 0014 600072500         , 3364.3984
CI 0014 600072501         , 42902.5168
CI 0014 600072502         , 498.7652
CI 0014 600072503         , 447.5488
CI 0014 600072504         , 4101.3704
CI 0014 600072505         , 7824.2
CI 0014 600072506         , 420.47
CI 0014 600072507         , 2924.3584
CI 0014 600072508         , 24188.1932
CI 0014 600072509         , 57045.7596
CI 0014 600072510         , 105433.7132
CI 0014 600072511         , 9010.0508
CI 0014 600072512         , 1682.6704
CI 0014 600072513         , 15280.9172
CI 0014 600072514         , 17200.1072
CI 0014 600072515         , 26903.012
CI 0014 600072516         , 74709.4972
CI 0014 600072517         , 894.9304
CI 0014 600072518         , 4738.2124
CI 0014 600072519         , 795.1196
CI 0014 600072520         , 795.1196
CI 0014 600072521         , 795.1196
CI 0014 600072522         , 93374.9604
CI 0014 600072523         , 17128.4088
CI 0014 600072524         , 1009.1812
CI 0014 600072525         , 1429.2028
CI 0014 600072526         , 2313.2728
CI 0014 600072527         , 2115.5132
CI 0014 600072528         , 412.6192
CI 0014 600072530         , 4347.8308
CI 0014 600072529         , 470.1968
CI 0014 600072531         , 412.3988
CI 0014 600072532         , 404.8444
CI 0014 600072533         , 1007.0456
CI 0014 600072534         , 412.3988
CI 0014 600072535         , 1007.0456
CI 0014 600072536         , 1454.3132
CI 0014 600072537         , 3800.3724
CI 0014 600072538         , 3390.7476
CI 0014 600072539         , 20331.6264
CI 0014 600072540         , 40886.1836
CI 0014 600072541         , 2533.574
CI 0014 600072542         , 2995.6768
CI 0014 600072543         , 3961.7204
CI 0014 600072544         , 3701.1544
CI 0014 600072545         , 5954.9496
CI 0014 600072546         , 4439.8288
CI 0014 600072547         , 5226.1552
CI 0014 600072548         , 2678.4908
CI 0014 600072549         , 487.5552
CI 0014 600072550         , 5500.0212
CI 0014 600072551         , 12218.0716
CI 0014 600072552         , 4091.612
CI 0014 600072553         , 3087.386
CI 0014 600072554         , 2132.9628
CI 0014 600072555         , 1739.602
CI 0014 600072556         , 21734.3204
CI 0014 600072557         , 412.224
CI 0014 600072558         , 500.2168
CI 0014 600072559         , 13729.514
CI 0014 600072560         , 668.572
CI 0014 600072561         , 14558.4536
CI 0014 600072562         , 13223.9316
CI 0014 600072563         , 4521.81
CI 0014 600072564         , 4481.3476
CI 0014 600072565         , 14575.8272
CI 0014 600072566         , 2327.88
CI 0014 600072567         , 1004.5832
CI 0014 600072568         , 502.2916
CI 0014 600072569         , 557.9388
CI 0014 600072570         , 9713.864
CI 0014 600072571         , 1200.42
CI 0014 600072572         , 552.444
CI 0014 600072573         , 4096.5824
CI 0014 600072574         , 127430.7732
CI 0014 600072575         , 108288.3492
CI 0014 600072576         , 105137.1156
CI 0014 600072577         , 23746.1392
CI 0014 600072578         , 418.0076
CI 0014 600072579         , 29781.056
CI 0014 600072580         , 31565.0876
CI 0014 600072581         , 32750.3
CI 0014 600072582         , 417.9924
CI 0014 600072583         , 417.9924
CI 0014 600072584         , 417.9924
CI 0014 600072585         , 417.9924
CI 0014 600072586         , 417.9924
CI 0014 600072587         , 417.9924
CI 0014 600072588         , 1160.8088
CI 0014 600072589         , 417.9924
CI 0014 600072590         , 417.9924
CI 0014 600072592         , 417.9924
CI 0014 600072591         , 417.9924
CI 0014 600072593         , 397.5484
CI 0014 600072594         , 417.9924
CI 0014 600072595         , 397.5484
CI 0014 600072596         , 417.9924
CI 0014 600072597         , 397.5484
CI 0014 600072598         , 397.5484
CI 0014 600072599         , 417.9924
CI 0014 600072600         , 391.628
CI 0014 600072601         , 416.8524
CI 0014 600072602         , 62194.7748
CI 0014 600072603         , 416.8524
CI 0014 600072604         , 38903.8072
CI 0014 600072605         , 416.8524
CI 0014 600072606         , 418.8588
CI 0014 600072607         , 416.8524
CI 0014 600072608         , 6291.9716
CI 0014 600072609         , 7385.5736
CI 0014 600072610         , 416.8524
CI 0014 600072611         , 18314.8296
CI 0014 600072612         , 837.7252
CI 0014 600072613         , 416.8524
CI 0014 600072614         , 10491.3896
CI 0014 600072615         , 32377.0184
CI 0014 600072616         , 32382.6652
CI 0014 600072617         , 415.2336
CI 0014 600072619         , 35267.2908
CI 0014 600072618         , 426.5652
CI 0014 600072620         , 415.188
CI 0014 600072621         , 6318.9136
CI 0014 600072622         , 4859.8656
CI 0014 600072623         , 3158.7576
CI 0014 600072624         , 854.05
CI 0014 600072625         , 13048.3488
CI 0014 600072626         , 18877.1308
CI 0014 600072627         , 35395.7916
CI 0014 600072628         , 1072.322
CI 0014 600072629         , 500.2168
CI 0014 600072630         , 6746.2008
CI 0014 600072631         , 4006.4084
CI 0014 600072632         , 1201.9172
CI 0014 600072633         , 4727.884
CI 0014 600072634         , 404.9052
CI 0014 600072635         , 58583.8096
CI 0014 600072636         , 7430.8392
CI 0014 600072637         , 816.772
CI 0014 600072638         , 710.752
CI 0014 600072639         , 5146.834
CI 0014 600072640         , 13348.8072
CI 0014 600072641         , 54539.956
CI 0014 600072642         , 34971.7876
CI 0014 600072643         , 37157.8516
CI 0014 600072644         , 46422.4188
CI 0014 600072645         , 3160.3384
CI 0014 600072646         , 6508.26
CI 0014 600072647         , 3412.5292
