ACCOUNT_COID,PURPRINCIPAL
CI 0014 600046802         , 4536.782
CI 0014 600046804         , 890.416
CI 0014 600046801         , 12157.4692
CI 0014 600046805         , 908.694
CI 0014 600046806         , 890.416
CI 0014 600046808         , 25648.8752
CI 0014 600046807         , 1815.602
CI 0014 600046810         , 38586.53
CI 0014 600046809         , 890.416
CI 0014 600046811         , 24055.0564
CI 0014 600046812         , 890.8644
CI 0014 600046813         , 23338.2396
CI 0014 600046814         , 7087.1368
CI 0014 600046817         , 2411.176
CI 0014 600046818         , 3616.7412
CI 0014 600046819         , 5751.87
CI 0014 600046816         , 2411.176
CI 0014 600046815         , 2150.1844
CI 0014 600046823         , 11713.8724
CI 0014 600046821         , 4054.3264
CI 0014 600046822         , 1629.5084
CI 0014 600046824         , 1802.4008
CI 0014 600046825         , 2670.3664
CI 0014 600046820         , 37564.444
CI 0014 600046826         , 3279.2784
CI 0014 600046828         , 8722.6492
CI 0014 600046829         , 8945.0708
CI 0014 600046830         , 5699.126
CI 0014 600046827         , 7886.7632
CI 0014 600046831         , 12655.406
CI 0014 600046832         , 13377.4288
CI 0014 600046833         , 4711.2704
CI 0014 600046834         , 6466.4524
CI 0014 600046835         , 3619.8268
CI 0014 600046836         , 3668.064
CI 0014 600046837         , 1339.8724
CI 0014 600046838         , 3123.9192
CI 0014 600046839         , 6085.3884
CI 0014 600046840         , 1186.74
CI 0014 600046841         , 3440.292
CI 0014 600046842         , 4216.5484
CI 0014 600046843         , 6085.3884
CI 0014 600046845         , 476.3224
CI 0014 600046846         , 540.7172
CI 0014 600046844         , 901.208
CI 0014 600046848         , 11757.1088
CI 0014 600046847         , 16836.1736
CI 0014 600046849         , 975.3612
CI 0014 600046850         , 22530.1164
CI 0014 600046851         , 855.304
CI 0014 600046852         , 4297.9748
CI 0014 600046853         , 8212.3776
CI 0014 600046854         , 11621.4336
CI 0014 600046855         , 6376.7344
CI 0014 600046856         , 12654.95
CI 0014 600046857         , 4278.7164
CI 0014 600046858         , 5463.5792
CI 0014 600046859         , 6012.93
CI 0014 600046860         , 963.2392
CI 0014 600046861         , 5318.252
CI 0014 600046862         , 8840.548
CI 0014 600046863         , 7851.0052
CI 0014 600046864         , 5576.9104
CI 0014 600046866         , 8433.9252
CI 0014 600046865         , 8170.38
CI 0014 600046867         , 5629.4264
CI 0014 600046868         , 3148.11
CI 0014 600046869         , 2369.5736
CI 0014 600046870         , 8508.6484
CI 0014 600046871         , 5052.9968
CI 0014 600046872         , 787.3068
CI 0014 600046873         , 2459.9528
CI 0014 600046874         , 2411.2824
CI 0014 600046875         , 12234.3508
CI 0014 600046876         , 2164.5332
CI 0014 600046877         , 6399.5116
CI 0014 600046878         , 2267.4068
CI 0014 600046879         , 2696.214
CI 0014 600046880         , 22301.1132
CI 0014 600046882         , 11085.626
CI 0014 600046883         , 4344.692
CI 0014 600046881         , 14088.7432
CI 0014 600046884         , 1551.388
CI 0014 600046885         , 8307.1192
CI 0014 600046887         , 1987.97
CI 0014 600046888         , 508.4172
CI 0014 600046886         , 811.0416
CI 0014 600046889         , 4368.5712
CI 0014 600046890         , 1099.5452
CI 0014 600046891         , 3106.5228
CI 0014 600046892         , 5176.968
CI 0014 600046893         , 86090.1324
CI 0014 600046895         , 2035.0596
CI 0014 600046896         , 1317.6956
CI 0014 600046894         , 2091.7176
CI 0014 600046897         , 2035.4168
CI 0014 600046898         , 452.4052
CI 0014 600046899         , 4008.6352
CI 0014 600046900         , 2791.252
CI 0014 600046901         , 4645.31
CI 0014 600046902         , 4663.5728
CI 0014 600046904         , 16709.5576
CI 0014 600046903         , 4009.1976
CI 0014 600046905         , 2197.6464
CI 0014 600046906         , 793.5692
CI 0014 600046907         , 56488.1856
CI 0014 600046908         , 8409.9016
CI 0014 600046909         , 8409.9016
CI 0014 600046910         , 16702.1248
CI 0014 600046911         , 5054.5092
CI 0014 600046912         , 8409.9016
CI 0014 600046913         , 8409.9016
CI 0014 600046914         , 8409.9016
CI 0014 600046915         , 1953.238
CI 0014 600046916         , 32013.4724
CI 0014 600046917         , 9857.428
CI 0014 600046918         , 2584.0228
CI 0014 600046919         , 4366.5268
CI 0014 600046920         , 1590.3684
CI 0014 600046921         , 1254.1368
CI 0014 600046922         , 20038.6616
CI 0014 600046923         , 26691.5192
CI 0014 600046924         , 1554.8232
CI 0014 600046926         , 13422.6412
CI 0014 600046925         , 37172.702
CI 0014 600046927         , 12192.2468
CI 0014 600046928         , 5336.8416
CI 0014 600046929         , 721.8708
CI 0014 600046930         , 782.8
CI 0014 600046931         , 1338.9528
CI 0014 600046932         , 3878.4016
CI 0014 600046933         , 3048.8008
CI 0014 600046934         , 7828.0
CI 0014 600046935         , 76.0
CI 0014 600046936         , 902.1048
CI 0014 600046937         , 9012.0496
CI 0014 600046940         , 12484.0108
CI 0014 600046938         , 13946.3952
CI 0014 600046941         , 7209.6336
CI 0014 600046939         , 880.7868
CI 0014 600046942         , 3578.0268
CI 0014 600046943         , 4581.432
CI 0014 600046944         , 4058.2252
CI 0014 600046945         , 82748.6252
CI 0014 600046948         , 459.4504
CI 0014 600046946         , 2037.2484
CI 0014 600046947         , 978.5456
CI 0014 600046950         , 3652.7728
CI 0014 600046949         , 96485.6328
CI 0014 600046951         , 8704.1964
CI 0014 600046952         , 95646.6156
CI 0014 600046953         , 4565.9584
CI 0014 600046954         , 4145.116
CI 0014 600046955         , 385.4036
CI 0014 600046956         , 2910.0856
CI 0014 600046957         , 12030.3516
CI 0014 600046958         , 1415.1048
CI 0014 600046959         , 17230.5528
CI 0014 600046960         , 12454.2872
CI 0014 600046961         , 4422.554
CI 0014 600046962         , 961.1948
CI 0014 600046963         , 5274.362
CI 0014 600046965         , 36852.2556
CI 0014 600046964         , 6256.8444
CI 0014 600046966         , 12231.25
CI 0014 600046968         , 1675.1236
CI 0014 600046967         , 4969.1308
CI 0014 600046970         , 2329.5064
CI 0014 600046969         , 51047.528
CI 0014 600046971         , 458.1432
CI 0014 600046972         , 3460.432
CI 0014 600046973         , 6162.7488
CI 0014 600046974         , 448.1416
CI 0014 600046975         , 4627.184
CI 0014 600046977         , 4883.684
CI 0014 600046978         , 7304.9908
CI 0014 600046979         , 1365.0284
CI 0014 600046976         , 1027.2616
CI 0014 600046980         , 10540.8504
CI 0014 600046981         , 6056.364
CI 0014 600046982         , 10374.532
CI 0014 600046983         , 1053.5424
CI 0014 600046984         , 3720.086
CI 0014 600046985         , 4801.8092
CI 0014 600046986         , 277.666
CI 0014 600046987         , 2637.1696
CI 0014 600046988         , 3516.2312
CI 0014 600046989         , 3889.8472
CI 0014 600046990         , 879.054
CI 0014 600046992         , 4395.3004
CI 0014 600046991         , 1758.108
CI 0014 600046993         , 9180.8152
CI 0014 600046994         , 615.3416
CI 0014 600046995         , 468.274
CI 0014 600047000         , 2485.8764
CI 0014 600046998         , 4585.0952
CI 0014 600046999         , 32243.3876
CI 0014 600046997         , 535.7164
CI 0014 600046996         , 4980.736
CI 0014 600047001         , 915.8076
CI 0014 600047002         , 2002.6836
CI 0014 600047003         , 1712.508
CI 0014 600047006         , 61679.4568
CI 0014 600047004         , 1432207.1256
CI 0014 600047008         , 467.3316
CI 0014 600047005         , 580.9288
CI 0014 600047010         , 1243.4284
CI 0014 600047009         , 9297.5968
CI 0014 600047007         , 3579.5772
CI 0014 600047013         , 8980.9808
CI 0014 600047012         , 475.1672
CI 0014 600047011         , 4487.8532
CI 0014 600047015         , 225301.164
CI 0014 600047014         , 704.1172
CI 0014 600047016         , 230708.3968
CI 0014 600047018         , 474.2248
CI 0014 600047019         , 666.5504
CI 0014 600047020         , 9275.8076
CI 0014 600047021         , 59061.462
CI 0014 600047017         , 951.4592
CI 0014 600047022         , 741.8512
CI 0014 600047023         , 13709.7008
CI 0014 600047024         , 519.9008
CI 0014 600047025         , 9355.7596
CI 0014 600047026         , 1422.6592
CI 0014 600047027         , 2595.2708
CI 0014 600047028         , 16506.3488
CI 0014 600047029         , 439.5384
CI 0014 600047031         , 5879.6184
CI 0014 600047030         , 9486.092
CI 0014 600047033         , 483.4816
CI 0014 600047032         , 6085.776
CI 0014 600047034         , 841.0616
CI 0014 600047035         , 1010.9216
CI 0014 600047036         , 2832.9608
CI 0014 600047037         , 7416.194
CI 0014 600047038         , 3837.0424
CI 0014 600047039         , 4796.2916
CI 0014 600047040         , 659.3
CI 0014 600047041         , 966.9632
CI 0014 600047042         , 11088.59
CI 0014 600047043         , 420.5232
CI 0014 600047044         , 4305.8484
CI 0014 600047045         , 2236.8244
CI 0014 600047046         , 9207.628
CI 0014 600047047         , 227810.3572
CI 0014 600047048         , 9415.8908
CI 0014 600047049         , 7098.666
CI 0014 600047050         , 4673.3008
CI 0014 600047051         , 244695.9536
CI 0014 600047052         , 1364.618
CI 0014 600047053         , 210465.1204
CI 0014 600047054         , 178.6
CI 0014 600047055         , 938.03
CI 0014 600047056         , 928.9784
CI 0014 600047057         , 1188.45
CI 0014 600047058         , 948.4496
CI 0014 600047059         , 841.1908
CI 0014 600047060         , 2162.352
CI 0014 600047061         , 2123.2348
CI 0014 600047062         , 10422.222
CI 0014 600047063         , 1895.1968
CI 0014 600047064         , 481.1864
CI 0014 600047065         , 4626.3024
CI 0014 600047066         , 1031.092
CI 0014 600047067         , 15753.7208
CI 0014 600047069         , 11361.6884
CI 0014 600047068         , 929.2444
CI 0014 600047070         , 9515.0404
CI 0014 600047071         , 7936.9004
CI 0014 600047072         , 45083.6788
CI 0014 600047073         , 7473.5132
CI 0014 600047074         , 1261.5012
CI 0014 600047075         , 782.8
CI 0014 600047076         , 829.2816
CI 0014 600047077         , 1351.8044
CI 0014 600047079         , 916.294
CI 0014 600047078         , 3138.8
CI 0014 600047081         , 540.7172
CI 0014 600047080         , 916.294
CI 0014 600047083         , 3522.6
CI 0014 600047082         , 4708.2
CI 0014 600047084         , 913.824
CI 0014 600047085         , 903.906
CI 0014 600047086         , 450.604
CI 0014 600047087         , 790.286
CI 0014 600047088         , 4013.94
CI 0014 600047090         , 458.1432
CI 0014 600047089         , 885.21
CI 0014 600047091         , 916.294
CI 0014 600047092         , 824.6608
CI 0014 600047093         , 2857.1744
CI 0014 600047094         , 929.746
CI 0014 600047095         , 5517.6836
CI 0014 600047096         , 7103.3704
CI 0014 600047097         , 599.716
CI 0014 600047098         , 27077.4624
CI 0014 600047099         , 787.55
CI 0014 600047100         , 4559.8632
CI 0014 600047101         , 31160.912
CI 0014 600047103         , 11590.494
CI 0014 600047102         , 1853.6932
CI 0014 600047104         , 27160.3784
CI 0014 600047105         , 10682.4688
CI 0014 600047106         , 1444.2052
CI 0014 600047107         , 2696.2672
CI 0014 600047108         , 4862.7688
CI 0014 600047109         , 4463.3964
CI 0014 600047110         , 4571.0428
CI 0014 600047111         , 101916.1672
CI 0014 600047112         , 3129.5508
CI 0014 600047113         , 12977.1748
CI 0014 600047114         , 14232.5656
CI 0014 600047115         , 20774.3112
CI 0014 600047116         , 14143.334
CI 0014 600047117         , 765.7304
CI 0014 600047119         , 4294.0076
CI 0014 600047118         , 30002.6036
CI 0014 600047120         , 765.7304
CI 0014 600047121         , 765.7304
CI 0014 600047122         , 784.7
CI 0014 600047123         , 5728.2112
CI 0014 600047124         , 392.35
CI 0014 600047125         , 2964.8284
CI 0014 600047126         , 7551.4664
CI 0014 600047127         , 4353.4548
CI 0014 600047128         , 15805.9936
CI 0014 600047129         , 8385.5664
CI 0014 600047130         , 6236.864
CI 0014 600047131         , 2885.2564
CI 0014 600047132         , 4121.7916
CI 0014 600047134         , 4121.7916
CI 0014 600047133         , 1182.3396
CI 0014 600047135         , 4801.5432
CI 0014 600047136         , 3659.8864
CI 0014 600047137         , 5350.438
CI 0014 600047138         , 2807.2728
CI 0014 600047139         , 17309.038
CI 0014 600047140         , 2439.9192
CI 0014 600047141         , 2550.5524
CI 0014 600047142         , 4285.5032
CI 0014 600047143         , 1652.8936
CI 0014 600047144         , 826.4468
CI 0014 600047145         , 1066.4776
CI 0014 600047146         , 831.2728
CI 0014 600047147         , 831.2728
CI 0014 600047148         , 4139.226
CI 0014 600047149         , 4176.5876
CI 0014 600047150         , 14037.0404
CI 0014 600047151         , 11434.3368
CI 0014 600047152         , 1168.1048
CI 0014 600047153         , 6358.0004
CI 0014 600047154         , 4023.1588
CI 0014 600047156         , 57855.0076
CI 0014 600047155         , 542.906
CI 0014 600047157         , 480.9052
CI 0014 600047158         , 1551.7224
CI 0014 600047159         , 723.0716
CI 0014 600047160         , 10207.5372
CI 0014 600047161         , 3541.7292
CI 0014 600047162         , 5673.286
CI 0014 600047163         , 10896.0896
CI 0014 600047164         , 3292.2288
CI 0014 600047166         , 18351.4768
CI 0014 600047165         , 36782.9132
CI 0014 600047167         , 15068.5352
CI 0014 600047168         , 18065.276
CI 0014 600047169         , 467.3316
CI 0014 600047170         , 4245.5424
CI 0014 600047171         , 102077.3708
CI 0014 600047172         , 386.0648
CI 0014 600047173         , 386.0648
CI 0014 600047174         , 386.0648
CI 0014 600047175         , 386.0648
CI 0014 600047176         , 1072.1928
CI 0014 600047178         , 382.8652
CI 0014 600047177         , 386.0648
CI 0014 600047179         , 386.0648
CI 0014 600047180         , 382.8652
CI 0014 600047181         , 382.8652
CI 0014 600047183         , 382.8652
CI 0014 600047182         , 783.636
CI 0014 600047184         , 386.0648
CI 0014 600047185         , 386.0648
CI 0014 600047187         , 15144.5884
CI 0014 600047186         , 386.0648
CI 0014 600047188         , 386.0648
CI 0014 600047189         , 386.0648
CI 0014 600047190         , 386.0648
CI 0014 600047191         , 386.0648
CI 0014 600047192         , 524.5748
CI 0014 600047193         , 15746.7592
CI 0014 600047194         , 1033.1972
CI 0014 600047196         , 10196.198
CI 0014 600047195         , 11690.5556
CI 0014 600047197         , 15239.1248
CI 0014 600047199         , 51000.522
CI 0014 600047198         , 2868.734
CI 0014 600047200         , 4675.672
CI 0014 600047201         , 17363.1348
CI 0014 600047204         , 3178.434
CI 0014 600047202         , 5726.2428
CI 0014 600047203         , 16608.2572
CI 0014 600047205         , 1004.6288
CI 0014 600047206         , 15994.8308
CI 0014 600047207         , 1503.9108
CI 0014 600047208         , 1654.3224
CI 0014 600047209         , 1721.7876
CI 0014 600047210         , 17594.6764
CI 0014 600047212         , 2134.0876
CI 0014 600047211         , 56414.7544
CI 0014 600047213         , 1272.1868
CI 0014 600047215         , 21340.9368
CI 0014 600047214         , 4552.8256
CI 0014 600047216         , 7445.7884
CI 0014 600047217         , 1659.4524
CI 0014 600047218         , 702.278
CI 0014 600047219         , 6819.3356
CI 0014 600047220         , 4240.6708
CI 0014 600047221         , 15892.2308
CI 0014 600047223         , 6242.4348
CI 0014 600047222         , 1855.8212
CI 0014 600047224         , 1029.8836
CI 0014 600047225         , 6538.3028
CI 0014 600047226         , 7156.16
CI 0014 600047228         , 910.0696
CI 0014 600047227         , 5518.2612
CI 0014 600047229         , 7007.2988
CI 0014 600047231         , 4335.7772
CI 0014 600047230         , 3845.1212
CI 0014 600047232         , 3714.196
CI 0014 600047233         , 958.4968
CI 0014 600047234         , 13356.1944
CI 0014 600047235         , 2873.7652
CI 0014 600047236         , 2246.066
CI 0014 600047237         , 10235.3152
CI 0014 600047238         , 4728.6896
CI 0014 600047239         , 1954.1956
CI 0014 600047240         , 8154.4352
CI 0014 600047242         , 30205.4248
CI 0014 600047241         , 3714.2568
CI 0014 600047243         , 3455.0436
CI 0014 600047244         , 8896.598
CI 0014 600047245         , 2547.7632
CI 0014 600047246         , 12942.268
CI 0014 600047247         , 7099.0764
CI 0014 600047248         , 4240.3212
CI 0014 600047249         , 13672.134
CI 0014 600047250         , 27864.5336
CI 0014 600047252         , 4241.446
CI 0014 600047251         , 2306.5088
CI 0014 600047253         , 15957.0892
CI 0014 600047255         , 8760.4288
CI 0014 600047256         , 49887.3424
CI 0014 600047254         , 400.3224
CI 0014 600047257         , 6677.5272
CI 0014 600047258         , 1047.8728
CI 0014 600047259         , 905.4716
CI 0014 600047260         , 894.0336
CI 0014 600047261         , 22104.6304
CI 0014 600047262         , 1665.7756
CI 0014 600047263         , 6202.8008
CI 0014 600047264         , 455.848
CI 0014 600047266         , 9615.7404
CI 0014 600047267         , 123990.1164
CI 0014 600047265         , 3656.6564
CI 0014 600047268         , 10037.9508
CI 0014 600047269         , 8723.1204
CI 0014 600047270         , 3701.884
CI 0014 600047271         , 2582.8144
CI 0014 600047272         , 965.96
CI 0014 600047273         , 962.502
CI 0014 600047274         , 829.2664
CI 0014 600047275         , 2412.9848
CI 0014 600047276         , 2503.4096
CI 0014 600047278         , 10934.8344
CI 0014 600047279         , 2501.084
CI 0014 600047277         , 4168.4708
CI 0014 600047280         , 1608.654
CI 0014 600047281         , 4021.6388
CI 0014 600047284         , 6560.9204
CI 0014 600047282         , 1608.654
CI 0014 600047285         , 2421.2004
CI 0014 600047283         , 4035.334
CI 0014 600047286         , 2325.6684
CI 0014 600047287         , 1258.6436
CI 0014 600047289         , 11277.64
CI 0014 600047288         , 1658.5252
CI 0014 600047290         , 829.2664
CI 0014 600047291         , 4385.5268
CI 0014 600047292         , 506.1752
CI 0014 600047293         , 3830.7648
CI 0014 600047294         , 6034.2632
CI 0014 600047296         , 941.5488
CI 0014 600047295         , 5596.7008
CI 0014 600047297         , 747.7184
CI 0014 600047298         , 8813.7656
CI 0014 600047299         , 27969.9456
CI 0014 600047300         , 8653.1928
CI 0014 600047301         , 5506.5876
CI 0014 600047303         , 4791.2148
CI 0014 600047302         , 10488.7296
CI 0014 600047304         , 740.392
CI 0014 600047305         , 1694.1388
CI 0014 600047306         , 2163.2716
CI 0014 600047307         , 940.7204
CI 0014 600047308         , 887.756
CI 0014 600047309         , 790.1036
CI 0014 600047310         , 4599.444
CI 0014 600047311         , 3795.3336
CI 0014 600047312         , 2705.7824
CI 0014 600047313         , 22380.2368
CI 0014 600047314         , 38021.2724
CI 0014 600047315         , 918.0724
CI 0014 600047316         , 1748.1216
CI 0014 600047318         , 5926.1608
CI 0014 600047319         , 9242.8312
CI 0014 600047317         , 137712.228
CI 0014 600047320         , 831.2728
CI 0014 600047321         , 908.466
CI 0014 600047323         , 1882.6188
CI 0014 600047325         , 1882.6188
CI 0014 600047322         , 943.9428
CI 0014 600047324         , 1882.6188
CI 0014 600047326         , 1882.6188
CI 0014 600047327         , 1882.6188
CI 0014 600047328         , 1882.6188
CI 0014 600047329         , 49839.812
CI 0014 600047330         , 1064.0228
CI 0014 600047331         , 1882.6188
CI 0014 600047332         , 1882.6188
CI 0014 600047333         , 484.9484
CI 0014 600047334         , 5194.3568
CI 0014 600047336         , 874.0836
CI 0014 600047335         , 874.0836
CI 0014 600047337         , 941.3208
CI 0014 600047338         , 941.3208
CI 0014 600047339         , 941.3208
CI 0014 600047341         , 941.3208
CI 0014 600047343         , 941.3208
CI 0014 600047342         , 941.3208
CI 0014 600047340         , 941.3208
CI 0014 600047346         , 14138.7284
CI 0014 600047344         , 9413.1548
CI 0014 600047345         , 4706.5736
CI 0014 600047347         , 1556.8904
CI 0014 600047348         , 8336.592
CI 0014 600047349         , 4206.8128
CI 0014 600047350         , 4384.0676
CI 0014 600047351         , 2579.744
CI 0014 600047352         , 3604.8168
CI 0014 600047353         , 8611.2104
CI 0014 600047354         , 9012.0496
CI 0014 600047356         , 448.5596
CI 0014 600047355         , 1195.0848
CI 0014 600047357         , 459.0552
CI 0014 600047359         , 1832.5576
CI 0014 600047358         , 452.4128
CI 0014 600047360         , 1690.1488
CI 0014 600047361         , 11134.4788
CI 0014 600047362         , 1322.3696
CI 0014 600047363         , 20386.0044
CI 0014 600047365         , 6518.0868
CI 0014 600047364         , 20386.0044
CI 0014 600047366         , 86395.584
CI 0014 600047367         , 2295.2076
CI 0014 600047369         , 383.8152
CI 0014 600047370         , 6508.3284
CI 0014 600047371         , 2295.2076
CI 0014 600047373         , 6426.5752
CI 0014 600047368         , 2253.02
CI 0014 600047372         , 2253.02
CI 0014 600047374         , 68856.114
CI 0014 600047375         , 3015.0416
CI 0014 600047377         , 13771.2152
CI 0014 600047376         , 13185.886
CI 0014 600047378         , 13518.0668
CI 0014 600047379         , 4055.4132
CI 0014 600047380         , 4022.8548
CI 0014 600047381         , 453.1652
CI 0014 600047382         , 2110.824
CI 0014 600047383         , 2038.8444
CI 0014 600047384         , 5684.458
CI 0014 600047388         , 1377.12
CI 0014 600047386         , 2253.02
CI 0014 600047387         , 380.0152
CI 0014 600047385         , 20933.4552
CI 0014 600047391         , 2218.4324
CI 0014 600047390         , 928.7124
CI 0014 600047392         , 13485.4096
CI 0014 600047389         , 760.0228
CI 0014 600047393         , 2293.9992
CI 0014 600047394         , 380.0152
CI 0014 600047396         , 4271.3292
CI 0014 600047395         , 456.0228
CI 0014 600047397         , 7600.2204
CI 0014 600047398         , 14199.232
CI 0014 600047399         , 4228.8224
CI 0014 600047400         , 2282.0292
CI 0014 600047401         , 9454.6128
CI 0014 600047402         , 6506.4664
CI 0014 600047403         , 879.054
CI 0014 600047404         , 2508.0684
CI 0014 600047405         , 2508.0684
CI 0014 600047406         , 1406.494
CI 0014 600047407         , 9867.2624
CI 0014 600047408         , 615.3416
CI 0014 600047409         , 1582.2972
CI 0014 600047410         , 1487.6164
CI 0014 600047411         , 3516.2312
CI 0014 600047412         , 6592.9468
CI 0014 600047414         , 3233.42
CI 0014 600047413         , 2910.3896
CI 0014 600047415         , 10120.6768
CI 0014 600047416         , 1456.464
CI 0014 600047417         , 20109.7596
CI 0014 600047418         , 5417.3484
CI 0014 600047419         , 13470.2628
CI 0014 600047421         , 3561.3828
CI 0014 600047420         , 12235.506
CI 0014 600047422         , 805.5316
CI 0014 600047423         , 4333.6568
CI 0014 600047424         , 2838.2884
CI 0014 600047425         , 3794.1176
CI 0014 600047427         , 3778.9024
CI 0014 600047426         , 4118.9264
CI 0014 600047428         , 5706.6956
CI 0014 600047429         , 9700.8832
CI 0014 600047430         , 135067.276
CI 0014 600047431         , 14348.6784
CI 0014 600047432         , 377852.0348
CI 0014 600047434         , 15796.5164
CI 0014 600047433         , 360850.698
CI 0014 600047435         , 13752.9296
CI 0014 600047436         , 2102.654
CI 0014 600047437         , 4239.0444
CI 0014 600047438         , 11507.236
CI 0014 600047439         , 458.1432
CI 0014 600047440         , 8397.3236
CI 0014 600047441         , 7894.196
CI 0014 600047442         , 386.7716
CI 0014 600047443         , 1021.2804
CI 0014 600047444         , 383.192
CI 0014 600047448         , 3188.5192
CI 0014 600047447         , 3468.7768
CI 0014 600047445         , 383.192
CI 0014 600047449         , 5627.5644
CI 0014 600047446         , 1538.5896
CI 0014 600047450         , 966.0436
CI 0014 600047451         , 4117.9536
CI 0014 600047452         , 9162.8488
CI 0014 600047453         , 12073.0332
CI 0014 600047455         , 2197.6464
CI 0014 600047454         , 12720.88
CI 0014 600047456         , 3914.0
CI 0014 600047457         , 1351.8044
CI 0014 600047458         , 9361.2316
CI 0014 600047461         , 35387.8952
CI 0014 600047459         , 1417.2024
CI 0014 600047463         , 3872.0556
CI 0014 600047460         , 33864.5284
CI 0014 600047462         , 4308.0448
CI 0014 600047464         , 4308.0448
CI 0014 600047466         , 6552.5376
CI 0014 600047465         , 9012.0496
CI 0014 600047467         , 6247.7928
CI 0014 600047468         , 28799.2044
CI 0014 600047469         , 4407.4832
CI 0014 600047470         , 832600.8544
CI 0014 600047471         , 933.0748
CI 0014 600047472         , 10717.3224
CI 0014 600047473         , 14385.7284
CI 0014 600047474         , 962.8744
CI 0014 600047475         , 71741.4388
CI 0014 600047476         , 9273.2084
CI 0014 600047477         , 27079.8488
CI 0014 600047478         , 979.0396
CI 0014 600047479         , 420.8804
CI 0014 600047480         , 113338.9064
CI 0014 600047481         , 94844.2684
CI 0014 600047483         , 3946.566
CI 0014 600047482         , 3469.4076
CI 0014 600047486         , 18489.052
CI 0014 600047485         , 2041.3296
CI 0014 600047484         , 113338.9064
CI 0014 600047487         , 989.786
CI 0014 600047488         , 544.6844
CI 0014 600047490         , 466.3892
CI 0014 600047491         , 3925.5824
CI 0014 600047489         , 4585.0952
CI 0014 600047492         , 6194.4408
CI 0014 600047493         , 8262.834
CI 0014 600047494         , 4576.5832
CI 0014 600047495         , 59635.5432
CI 0014 600047496         , 2738.6296
CI 0014 600047497         , 2005.0548
CI 0014 600047498         , 1906.346
CI 0014 600047499         , 2408.934
CI 0014 600047500         , 5004.6304
CI 0014 600047501         , 3733.5
CI 0014 600047502         , 3904.5
CI 0014 600047503         , 4119.1164
CI 0014 600047505         , 835.5972
CI 0014 600047507         , 8535.56
CI 0014 600047504         , 19399.0
CI 0014 600047506         , 10863.44
CI 0014 600047509         , 8589.9
CI 0014 600047510         , 8614.7748
CI 0014 600047512         , 7866.0
CI 0014 600047508         , 7824.2
CI 0014 600047511         , 4694.52
CI 0014 600047515         , 2359.8
CI 0014 600047514         , 4481.5604
CI 0014 600047516         , 13730.6312
CI 0014 600047517         , 6592.9468
CI 0014 600047519         , 2863.0036
CI 0014 600047513         , 3912.1
CI 0014 600047518         , 1318.5924
CI 0014 600047521         , 1912.2892
CI 0014 600047522         , 4552.438
CI 0014 600047520         , 2295.2076
CI 0014 600047523         , 7350.7352
CI 0014 600047525         , 6754.386
CI 0014 600047526         , 81709.2568
CI 0014 600047524         , 14148.9048
CI 0014 600047527         , 121615.9524
CI 0014 600047528         , 12565.992
CI 0014 600047529         , 113508.2268
CI 0014 600047530         , 9323.6344
CI 0014 600047531         , 68915.7056
CI 0014 600047532         , 34385.1664
CI 0014 600047533         , 1279.0268
CI 0014 600047534         , 4077.1948
CI 0014 600047535         , 4263.4252
CI 0014 600047536         , 2924.5104
CI 0014 600047537         , 32357.7904
CI 0014 600047541         , 9311.52
CI 0014 600047538         , 7759.6
CI 0014 600047540         , 1099.5452
CI 0014 600047539         , 3604.8168
CI 0014 600047542         , 11746.332
CI 0014 600047544         , 10995.4216
CI 0014 600047543         , 23243.9996
CI 0014 600047545         , 1802.4008
CI 0014 600047546         , 9729.4136
CI 0014 600047548         , 14234.1996
CI 0014 600047547         , 965.162
CI 0014 600047551         , 45904.076
CI 0014 600047553         , 2748.8592
CI 0014 600047550         , 2783.4772
CI 0014 600047549         , 15286.1764
CI 0014 600047552         , 13185.886
CI 0014 600047554         , 5713.8928
CI 0014 600047556         , 21976.4944
CI 0014 600047555         , 1962.776
CI 0014 600047559         , 4102.2824
CI 0014 600047558         , 64422.2056
CI 0014 600047557         , 21976.4944
CI 0014 600047560         , 12205.752
CI 0014 600047563         , 48348.274
CI 0014 600047561         , 4027.8252
CI 0014 600047564         , 4049.0216
CI 0014 600047562         , 1224.7324
CI 0014 600047567         , 39493.6888
CI 0014 600047565         , 2985.812
CI 0014 600047569         , 32816.002
CI 0014 600047566         , 52467.4512
CI 0014 600047568         , 33769.9616
CI 0014 600047570         , 20414.6108
CI 0014 600047571         , 23371.862
CI 0014 600047572         , 28141.6296
CI 0014 600047573         , 51513.4992
CI 0014 600047576         , 29142.0404
CI 0014 600047577         , 31480.4844
CI 0014 600047575         , 25279.7736
CI 0014 600047578         , 48651.6356
CI 0014 600047574         , 18506.6916
CI 0014 600047580         , 2102.5628
CI 0014 600047579         , 14786.2712
CI 0014 600047582         , 20033.0376
CI 0014 600047581         , 4921.7828
CI 0014 600047583         , 12878.3596
CI 0014 600047584         , 4882.9164
CI 0014 600047585         , 17934.328
CI 0014 600047586         , 3913.0652
CI 0014 600047587         , 1627.274
CI 0014 600047588         , 1710.4028
CI 0014 600047590         , 934.6556
CI 0014 600047591         , 9640.9496
CI 0014 600047589         , 2136.9756
CI 0014 600047593         , 9945.9908
CI 0014 600047592         , 4768.506
CI 0014 600047594         , 8768.8192
CI 0014 600047595         , 6142.2744
CI 0014 600047596         , 19378.3432
CI 0014 600047597         , 2825.5812
